LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,target,BILL_AMT_MEAN,BILL_AMT_TREND,BILL_AMT_MAX,PAY_AMT_MEAN,PAY_RATIO
100000,2,3,3,43,0,0,0,0,0,0,0,44197.5,28301,61559,1601.0,0.03622376831268737
310000,2,2,1,49,-2,-2,-2,-2,-2,-2,0,7354.166666666667,13001,13465,5111.333333333333,0.6950254957507082
180000,2,1,2,25,1,2,0,0,0,0,0,43191.833333333336,-3917,45319,1707.6666666666667,0.039536795150317765
150000,2,1,2,29,2,0,0,0,0,0,0,29458.5,29684,46224,2144.5,0.07279732505049476
500000,2,1,1,45,-2,-2,-2,-2,-2,-2,0,1398.0,-625,3640,1080.5,0.772889842632332
180000,2,3,1,34,0,0,0,-1,-1,-1,0,9234.0,8065,16386,4863.166666666667,0.526658725001805
180000,2,2,1,34,0,0,0,0,0,0,0,158727.0,45968,175886,5677.0,0.03576581173965362
200000,2,1,2,34,-1,3,2,2,2,2,0,1124.5,173,1587,316.6666666666667,0.2816066399881429
400000,2,2,1,29,0,0,0,0,0,0,0,380690.0,36045,404205,18171.5,0.047733063647587275
500000,2,3,1,28,0,0,0,0,0,0,1,18283.166666666668,7277,23638,1469.3333333333333,0.08036536340349501
70000,1,2,1,39,0,0,0,0,0,-1,0,40707.0,69970,72060,2020.0,0.049622914977767954
50000,1,1,2,29,2,2,2,2,2,2,1,26279.0,-3277,28264,1020.8333333333334,0.03884597333739234
50000,2,2,1,46,0,0,0,-2,-2,-2,1,9647.333333333334,28718,29166,166.66666666666666,0.017275931172690207
130000,2,2,1,51,-1,-1,-2,-2,-1,-1,0,408.6666666666667,99,2353,392.1666666666667,0.9596247960848288
200000,1,1,1,57,-2,-2,-2,-1,2,2,1,78272.66666666667,144601,152519,1587.0,0.020275277023056152
10000,1,2,1,56,2,2,2,0,0,0,1,3808.6666666666665,-2229,4326,501.6666666666667,0.13171713635568003
210000,2,1,2,30,2,-1,-1,-1,-1,-1,0,1431.5,-3950,4250,1533.0,1.0709046454767726
130000,2,3,2,29,1,-2,-2,-1,2,-1,0,1316.8333333333333,-7509,10311,6896.5,5.237185166434629
20000,1,4,2,22,2,0,0,0,0,0,0,14721.0,12583,18565,616.6666666666666,0.0418902701356339
80000,1,1,2,31,-1,-1,-1,-1,-1,-1,0,390.0,390,780,325.0,0.8333333333333334
320000,1,2,2,29,2,2,2,2,2,2,1,60358.666666666664,-5259,63526,2300.0,0.0381055468422099
200000,2,2,1,32,-1,-1,-1,-1,2,-1,0,4404.166666666667,5925,9076,3252.0,0.7383916745506149
290000,2,1,2,37,1,-2,-1,-1,-1,-1,0,919.0,0,3155,919.0,1.0
340000,1,1,2,32,-1,-1,-1,-1,-1,-1,0,23699.833333333332,-22772,80153,23666.166666666668,0.9985794555517269
20000,1,2,2,24,0,0,2,0,0,0,0,16888.0,-3924,18543,931.6666666666666,0.055167377230380545
50000,1,3,2,25,-1,0,0,0,0,0,0,24234.333333333332,32808,42838,1059.6666666666667,0.04372584350026822
300000,2,1,1,45,-1,-1,-1,-1,-1,-1,0,291.0,0,291,291.0,1.0
30000,2,2,2,22,0,0,0,0,0,0,1,24864.333333333332,21976,30326,1401.8333333333333,0.05637928491949647
240000,2,2,2,44,1,-2,-2,-2,-2,-2,1,0.0,0,0,0.0,0.0
470000,2,3,3,33,0,0,0,0,0,0,0,102470.5,135365,165254,3654.3333333333335,0.03566229630316368
360000,2,1,2,26,0,0,0,0,0,-1,0,49150.5,23215,180000,26892.5,0.5471460107221696
60000,1,3,2,30,0,0,0,0,0,0,1,23927.666666666668,6553,28108,890.8333333333334,0.03723026343284622
400000,2,2,1,44,0,0,2,0,0,0,0,116825.33333333333,37537,139060,3792.1666666666665,0.03246013992398909
50000,2,3,2,49,0,0,0,0,0,0,0,29583.166666666668,29427,48909,1008.6666666666666,0.03409596673784077
160000,1,2,2,33,0,0,0,0,0,0,0,111168.83333333333,9610,130028,16957.833333333332,0.15254125481812197
360000,2,1,1,45,-1,-1,2,0,-1,-1,1,585.0,0,1170,390.0,0.6666666666666666
160000,2,2,2,32,0,0,0,0,0,-1,0,5270.5,3060,8604,1369.3333333333333,0.2598108971318344
130000,2,1,1,35,0,0,0,-1,-1,-1,0,37755.666666666664,80123,117866,9450.833333333334,0.2503156259104594
20000,1,3,2,44,2,2,0,0,0,2,0,10218.166666666666,-3387,12314,1025.1666666666667,0.10032784746122105
200000,1,1,1,53,2,2,2,2,2,2,1,143694.5,-11351,149531,5466.666666666667,0.03804367367342986
280000,2,1,2,39,-1,-1,-1,0,0,-2,0,2560.0,7524,7524,661.3333333333334,0.25833333333333336
100000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,592.5,-2000,5555,1259.1666666666667,2.1251758087201127
160000,2,2,1,37,-1,-1,-1,-1,-1,-2,0,693.6666666666666,880,1602,1836.3333333333333,2.647284959154253
60000,2,2,2,23,0,0,0,0,0,0,0,32973.166666666664,26325,47214,1043.5,0.03164694524335445
90000,1,2,2,35,0,0,0,0,0,0,0,59119.333333333336,52890,87653,1959.3333333333333,0.03314200656299687
360000,1,1,1,43,-1,-1,-1,-1,-1,0,0,9743.333333333334,-5989,26370,20102.166666666668,2.0631713992473486
150000,1,1,2,27,0,0,0,0,0,0,0,79901.83333333333,45221,89775,3973.5,0.049729772575097364
50000,2,3,1,22,0,0,0,0,0,0,0,13965.666666666666,10823,18722,630.5,0.045146430532019
20000,1,2,1,38,0,0,0,0,0,-1,1,15536.166666666666,17823,19559,947.5,0.06098672988832509
140000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,2279.8333333333335,-758,10212,2167.8333333333335,0.9508736018714818
380000,2,1,2,30,-2,-2,-1,0,0,0,0,22100.333333333332,-34137,34056,7003.166666666667,0.3168805900363494
480000,1,1,1,63,0,0,0,2,2,0,0,460169.1666666667,-47892,487066,21828.5,0.04743581617629748
50000,2,3,2,22,0,0,0,0,0,0,1,34227.666666666664,20604,44698,1145.0,0.03345247022389296
60000,2,2,2,26,2,2,2,2,2,0,0,57006.333333333336,1380,60218,2252.8333333333335,0.03951900081277519
70000,2,2,2,24,-1,-1,-2,-2,-2,-1,0,5351.5,-20949,26529,4754.833333333333,0.8885047805911115
80000,2,2,1,36,-1,-1,-1,-1,-1,-1,0,2977.5,4958,6108,2132.3333333333335,0.716148894486426
350000,1,1,2,52,-1,-1,-1,-1,-1,-1,0,1831.1666666666667,-4550,5263,2547.5,1.3911895876945481
130000,1,2,2,38,0,0,0,-1,-1,-1,0,113489.66666666667,44870,178382,47961.333333333336,0.4226052885872135
360000,1,2,1,35,1,-2,-2,-2,-2,-2,0,-103.0,0,-103,0.0,0.0
330000,2,1,1,31,0,0,2,0,0,0,0,106596.66666666667,-1410,108431,5457.833333333333,0.05120078801713624
50000,1,3,1,47,0,0,2,0,0,0,0,15523.166666666666,-4149,17393,1166.6666666666667,0.07515648654162059
280000,1,2,1,41,2,2,2,2,2,3,0,142501.33333333334,-13742,152174,6767.333333333333,0.04748961413226542
100000,2,1,2,24,0,0,0,0,0,0,0,55864.333333333336,-7585,60100,2977.6666666666665,0.053301748879726475
50000,1,2,2,41,0,0,0,0,0,0,0,19851.666666666668,-942,20311,911.8333333333334,0.04593233145831584
30000,1,1,2,24,-1,2,0,0,3,2,1,19610.0,-3002,21319,1052.0,0.0536460989291178
240000,1,1,2,28,-1,-1,-1,-1,-1,-1,0,1242.6666666666667,0,5676,1276.0,1.0268240343347639
80000,1,2,2,26,2,0,0,0,0,0,1,16503.666666666668,-4157,18186,1283.3333333333333,0.07776049766718506
400000,1,2,1,34,-1,-1,-1,-1,-1,-1,0,11971.333333333334,11701,19660,9648.5,0.8059670323550704
240000,2,2,2,38,0,0,0,0,-1,-1,0,34950.5,49051,53015,1845.5,0.05280325031115435
50000,1,3,2,37,2,2,2,3,2,2,1,48374.166666666664,-5139,51143,1705.8333333333333,0.03526331202949232
450000,1,1,1,40,1,-2,-2,-2,-2,-2,1,0.0,0,0,0.0,0.0
110000,2,1,1,48,1,-2,-2,-2,-2,-2,0,0.0,0,0,0.0,0.0
310000,2,2,1,35,2,0,0,0,0,0,1,271089.6666666667,106102,311243,8995.5,0.03318274765176098
20000,1,1,2,27,0,0,0,0,0,0,0,18683.333333333332,3485,19717,718.0,0.0384299732381802
20000,1,2,2,23,1,-2,-2,-2,-2,-2,0,0.0,0,0,0.0,0.0
200000,1,3,2,52,0,0,0,0,0,0,0,102947.5,5158,110151,3676.0,0.03570752082372083
180000,1,1,1,36,0,0,0,0,0,0,1,111480.33333333333,67809,163736,2461.8333333333335,0.02208311779955209
50000,1,2,1,51,0,0,0,0,0,0,1,5091.333333333333,-3730,7077,1033.3333333333333,0.2029592772030902
60000,1,3,1,55,3,2,2,0,0,0,0,44020.833333333336,33974,61450,1251.8333333333333,0.028437292948414572
30000,2,1,2,23,1,-2,-2,-2,-1,-1,0,5462.666666666667,-1906,13744,5314.333333333333,0.9728459848669757
240000,1,1,2,41,1,-1,-1,0,0,-1,0,1879.8333333333333,-1642,3301,1490.6666666666667,0.7929781008954695
420000,1,2,1,34,0,0,0,0,0,0,0,224985.16666666666,65346,253454,8884.833333333334,0.03949075161251372
330000,1,3,1,46,0,0,0,0,0,0,0,228219.5,-814,229644,8182.666666666667,0.03585437119381414
30000,2,2,2,22,0,0,0,0,0,0,0,20580.333333333332,29232,28452,910.0,0.044216970894543337
240000,1,2,1,34,0,0,0,2,2,2,0,12951.333333333334,-3217,14158,771.1666666666666,0.059543418953003545
150000,1,1,2,27,0,0,0,0,0,0,0,23471.5,-12785,30229,3333.3333333333335,0.142016204048882
210000,2,2,1,33,0,0,0,0,0,0,0,7209.333333333333,1458,9189,1174.3333333333333,0.16289069724431293
50000,2,3,1,51,-1,-1,-1,-1,-2,-2,1,1155.3333333333333,752,5880,1030.0,0.8915175995383728
50000,1,1,2,24,0,0,0,0,0,0,0,34721.666666666664,31806,50801,1493.3333333333333,0.04300868813901022
240000,1,1,2,47,1,-2,-2,-2,-2,-2,1,0.0,0,0,0.0,0.0
180000,1,2,2,28,-1,-1,-1,-1,-1,-1,0,638.0,1416,1832,930.0,1.457680250783699
50000,1,2,2,23,1,2,2,2,0,0,0,16581.166666666668,-7934,20583,2250.0,0.1356961211012494
170000,1,2,2,29,-2,-2,-2,-2,-2,-2,0,11331.333333333334,-3687,15846,10974.333333333334,0.9684944401953286
20000,1,1,2,29,-1,-1,-1,-1,0,-1,0,4418.333333333333,860,15586,3940.1666666666665,0.8917766880422482
50000,1,1,2,28,0,0,0,0,0,3,0,8030.666666666667,-5139,10624,1197.1666666666667,0.14907438153743982
170000,2,2,2,27,0,0,0,0,0,0,1,17502.0,10169,20852,625.3333333333334,0.03572924999047728
200000,1,1,2,34,1,2,0,0,0,0,0,132378.83333333334,137361,197236,14500.0,0.10953412743477368
80000,2,2,1,23,1,2,3,2,0,0,0,10325.0,-2866,12034,686.8333333333334,0.06652138821630348
260000,2,1,1,60,1,-2,-1,-1,-1,-1,0,3506.3333333333335,-1969,21400,4078.1666666666665,1.16308584466204
140000,1,2,1,32,0,0,0,0,2,0,0,68553.83333333333,31376,86627,2711.1666666666665,0.039547995127916506
80000,1,1,2,25,0,0,0,0,0,0,0,42754.666666666664,10618,55744,10500.0,0.24558722634566207
350000,1,1,2,41,1,-1,-1,-1,-1,-2,0,790.6666666666666,208,2906,756.0,0.9561551433389545
280000,2,2,1,56,0,0,0,0,0,0,0,161936.83333333334,39464,208775,22200.0,0.13709049104537674
30000,2,3,2,26,0,0,0,0,0,0,0,11678.666666666666,-5192,14206,1450.0,0.12415800890512617
140000,1,1,1,34,0,0,0,0,0,0,0,37163.333333333336,-24755,48699,5898.166666666667,0.15870930128262625
200000,2,1,2,37,0,0,0,0,0,0,0,95901.16666666667,11389,105420,3760.0,0.039207030849468284
200000,2,3,2,30,0,0,0,0,0,0,0,169693.33333333334,73707,196143,6298.0,0.0371140095859197
210000,1,3,1,45,2,3,4,4,5,6,1,134241.83333333334,-38320,154105,10878.0,0.08103286233426986
50000,1,3,1,57,3,2,0,0,0,0,0,13314.0,-1229,14083,633.3333333333334,0.04756897501376997
30000,1,1,2,41,2,2,2,2,2,0,0,27099.333333333332,-3964,28321,1358.3333333333333,0.05012423429850673
50000,1,2,2,27,2,-1,-1,-1,-1,2,0,566.0,-150,1080,440.0,0.7773851590106007
290000,1,3,1,47,-1,-1,-1,-1,0,-1,0,606.1666666666666,811,1234,396.0,0.6532856750068738
250000,2,1,1,34,0,0,2,0,0,0,0,153157.0,-18997,160220,6641.666666666667,0.043365087241632225
60000,2,2,1,46,0,0,0,0,0,0,0,25050.666666666668,-6608,27756,1666.6666666666667,0.06653182882691079
110000,2,1,2,27,0,0,0,0,0,0,0,89889.83333333333,24386,104855,3516.6666666666665,0.03912196225379585
370000,1,1,2,50,-2,-2,-2,-2,-2,-2,0,10511.666666666666,-7360,15398,10324.0,0.982146820992548
100000,1,2,1,27,-1,2,2,0,0,0,0,51681.5,102595,102349,9317.666666666666,0.18029017475627965
90000,2,2,1,35,0,0,0,0,0,2,0,78825.16666666667,-16178,88290,4108.666666666667,0.05212379295106681
50000,2,2,2,22,0,0,0,0,0,0,0,28559.833333333332,-766,29366,1132.5,0.03965359274972426
270000,1,2,2,37,0,0,0,0,0,0,0,30034.833333333332,13054,37695,3166.6666666666665,0.10543313596990161
300000,2,1,2,30,-1,-1,-1,-1,-1,-1,0,1963.3333333333333,-112,4340,1974.3333333333333,1.0056027164685908
50000,2,2,2,22,-1,0,0,0,0,0,0,8964.5,842,15273,5191.5,0.5791176306542473
50000,2,1,2,24,1,-2,-2,-2,-2,-2,1,-1928.1666666666667,2563,-709,0.0,0.0
360000,1,1,2,29,1,-2,-1,-1,-2,-2,0,12.833333333333334,0,77,12.833333333333334,1.0
130000,1,3,1,56,1,2,2,2,2,3,1,68429.16666666667,-6728,72796,2416.6666666666665,0.03531632466662607
80000,1,1,2,30,-2,-1,0,0,0,0,0,2604.0,807,6187,1000.6666666666666,0.3842805939580133
50000,1,2,2,30,1,2,0,0,0,2,0,36747.166666666664,26499,48860,1083.3333333333333,0.029480730940707446
20000,2,2,2,22,0,0,0,0,0,0,0,13985.666666666666,1095,16001,1152.1666666666667,0.08238196248540174
80000,2,2,1,29,0,0,2,0,0,0,0,53926.5,66397,81811,1466.6666666666667,0.027197512663841836
240000,1,1,2,37,-1,-1,2,0,0,-1,0,19710.166666666668,10956,26605,14031.833333333334,0.7119084059833758
80000,2,3,2,35,0,-1,0,0,0,0,0,21581.166666666668,32148,49608,4833.333333333333,0.22396070648018718
500000,2,1,1,47,0,0,0,0,0,0,0,96540.5,-13642,122967,37091.666666666664,0.38420835469742404
60000,2,2,1,24,0,0,0,0,0,0,1,37073.833333333336,38629,58024,1806.1666666666667,0.048718098569071625
20000,1,2,2,25,0,0,0,0,0,-1,0,8484.0,9022,13070,892.1666666666666,0.10515873015873016
100000,2,2,1,38,1,2,0,0,2,0,1,15391.833333333334,-1965,16448,933.3333333333334,0.06063821723641325
360000,2,1,2,32,1,-1,-1,-1,-1,-1,0,27257.666666666668,-13624,68445,33214.666666666664,1.218544018196715
200000,2,3,2,47,2,2,2,2,2,2,1,197097.0,9521,202947,5997.333333333333,0.03042833393371453
130000,2,2,1,34,1,-1,0,0,0,0,0,9623.666666666666,-14636,14636,2899.5,0.3012884901804579
20000,2,2,2,31,1,5,4,4,3,2,0,20965.333333333332,1216,21703,293.3333333333333,0.013991350801322818
310000,1,1,2,32,0,0,0,0,0,0,0,58956.666666666664,16573,65875,6736.5,0.11426188726183073
60000,2,1,2,27,2,0,0,0,2,0,1,21669.666666666668,-3248,23005,1125.3333333333333,0.051931271054777024
180000,2,1,2,29,-1,-1,-1,-2,-1,0,0,7642.333333333333,-5656,17227,3813.5,0.4989968159811576
180000,2,1,2,24,-1,-1,2,0,0,-2,0,11373.166666666666,14670,22087,6344.5,0.5578481513504008
50000,1,2,1,36,0,0,0,0,-1,-1,0,14145.0,47132,47790,4418.5,0.31237186284906326
50000,2,1,2,24,1,2,2,2,2,2,1,38126.5,-3869,40035,1355.3333333333333,0.03554832815320927
150000,2,2,1,34,-2,-2,-2,-2,-2,-2,0,269.3333333333333,-1500,1500,269.3333333333333,1.0
20000,2,1,2,22,0,0,0,0,-1,0,0,17251.833333333332,-694,19446,4127.666666666667,0.23925959559853546
500000,2,1,1,34,-2,-2,-2,-1,-1,-1,0,1076.1666666666667,-739,2299,3643.5,3.3856280006194823
30000,2,3,2,22,1,2,2,0,0,0,1,19642.333333333332,29010,29836,483.8333333333333,0.024632172009435405
180000,2,1,1,38,-2,-2,-2,-2,-2,-2,0,125.0,750,750,0.0,0.0
140000,1,1,2,31,0,0,2,0,0,2,0,21812.0,16290,27407,6383.333333333333,0.2926523626138517
140000,2,1,2,26,-1,0,-1,-1,-1,-1,0,10706.0,12937,18000,8306.5,0.7758733420511863
120000,1,2,2,26,0,0,0,0,0,0,0,114815.66666666667,-14821,122135,4858.666666666667,0.04231710538921808
360000,2,2,1,48,0,0,0,0,0,0,0,200463.16666666666,79919,234192,6250.0,0.031177797417480686
20000,1,3,1,43,-1,-1,0,0,0,0,0,16490.166666666668,-19110,20351,5256.333333333333,0.3187556220373758
100000,1,1,1,47,-1,-1,-1,-1,-1,-1,0,505.5,390,1473,837.1666666666666,1.6561160567095286
210000,2,2,1,41,-1,-1,-1,-1,-1,-1,1,1609.5,3088,3763,1164.6666666666667,0.723620171896034
80000,2,2,2,24,0,0,0,0,0,0,1,65234.5,32057,81625,2306.3333333333335,0.035354503113127767
330000,2,1,1,50,-1,-1,-1,-1,-2,-2,0,3243.6666666666665,7163,8872,1811.3333333333333,0.5584215394101326
220000,1,1,2,24,0,0,0,-1,-1,-1,0,69996.5,19975,111520,17330.833333333332,0.24759571311898926
210000,2,1,1,38,1,-2,-1,0,-1,-1,1,397.3333333333333,-1222,1222,1979.5,4.981963087248323
40000,2,3,1,43,0,0,0,0,0,0,0,35990.833333333336,6918,38901,1400.6666666666667,0.038917316909398224
30000,1,2,2,39,0,0,0,2,0,0,0,17267.166666666668,20315,28347,1415.5,0.08197639064505853
470000,1,2,2,27,2,2,2,2,0,0,0,333803.0,-13386,479978,9281.666666666666,0.027805821597369305
30000,1,3,1,42,-1,-1,-1,-1,-1,2,0,585.0,-390,1320,415.0,0.7094017094017094
240000,2,2,1,36,1,-2,-2,-2,-2,-2,1,-946.0,0,-946,0.0,0.0
80000,1,2,2,36,2,0,0,0,0,0,0,78468.16666666667,1033,80016,3250.0,0.04141806974802945
110000,2,3,3,31,0,0,0,0,0,0,0,75641.16666666667,26781,89989,4492.333333333333,0.05939005876429721
310000,2,1,2,38,-1,-1,-1,-1,-2,-2,0,1015.3333333333334,1424,4542,778.0,0.7662508207485226
360000,2,1,1,40,2,2,2,0,0,0,1,114260.83333333333,-15071,120238,5350.0,0.046822693690605564
330000,2,3,2,45,0,0,0,0,0,0,0,334236.3333333333,5075,335760,12203.833333333334,0.03651258740073142
300000,2,2,2,35,0,0,0,0,0,0,0,238552.5,79111,297268,12430.333333333334,0.05210732787681258
320000,2,2,2,33,0,0,0,0,0,0,0,72878.0,58390,108597,6977.666666666667,0.09574448621897784
50000,2,3,2,37,1,3,2,0,0,0,1,40661.333333333336,22669,52626,5719.5,0.14066189008394542
170000,2,1,2,28,0,0,0,0,0,0,0,128683.66666666667,1531,131199,8091.5,0.06287899785261533
350000,1,3,1,44,-1,-1,-1,-1,-1,-2,0,1397.3333333333333,3265,3265,853.1666666666666,0.6105677480916031
20000,1,2,1,37,0,0,0,0,0,0,0,18076.833333333332,-2720,19175,1260.6666666666667,0.06973935331593846
50000,1,2,2,23,2,0,0,0,0,0,1,33750.166666666664,30900,49758,1512.3333333333333,0.04480965526096167
20000,2,3,2,24,1,2,0,0,0,0,0,10652.0,19154,19154,855.5,0.08031355613969207
50000,2,1,2,24,0,0,0,0,0,0,0,22155.0,33776,35796,1122.0,0.05064319566689235
20000,1,2,2,23,1,2,0,0,2,0,1,15776.0,10131,20235,2200.0,0.1394523326572008
50000,1,2,1,26,0,0,-2,-1,-1,0,0,32924.666666666664,56243,102800,8656.333333333334,0.2629133172697269
190000,1,2,2,34,2,0,0,0,2,2,1,138009.66666666666,-20251,150052,5814.5,0.04213110675822225
60000,2,2,1,33,0,0,0,0,0,0,0,29299.0,38782,58203,989.1666666666666,0.03376110674994596
80000,1,1,2,35,-1,-1,-1,-1,-1,-1,0,6975.333333333333,-11954,19942,6048.833333333333,0.8671748064608621
150000,2,2,2,27,0,0,0,0,0,0,0,66630.0,97905,127402,2104.1666666666665,0.03157986892791035
210000,2,1,2,31,-2,-2,-2,-2,-1,-1,0,3021.6666666666665,-853,7422,3331.5,1.1025372311086596
240000,2,3,1,50,0,0,0,0,0,0,1,218871.16666666666,19511,234205,8499.5,0.038833347166940674
140000,2,2,3,41,0,0,0,0,0,0,1,19309.0,2963,22940,2266.1666666666665,0.11736323303468157
60000,2,1,2,28,1,2,2,-2,-2,-1,0,7406.0,19216,21501,380.8333333333333,0.05142227023134395
50000,1,1,2,39,0,0,0,0,0,0,0,40207.333333333336,31300,50803,2133.3333333333335,0.05305831440367429
50000,2,2,2,27,0,0,0,0,0,0,0,28205.666666666668,-2744,29399,1325.0,0.04697637590555089
180000,2,1,2,32,-1,-1,2,2,-1,-1,0,2439.0,3139,5853,969.6666666666666,0.3975673090064234
30000,2,1,2,40,-1,-1,2,2,2,2,0,102.16666666666667,63,215,99.16666666666667,0.9706362153344209
20000,2,2,2,40,0,0,0,0,0,-2,0,13314.833333333334,19816,20396,986.3333333333334,0.07407778292380678
250000,2,2,1,75,0,-1,-1,-1,-1,-1,0,10569.5,52080,52874,1954.5,0.1849188703344529
